time,"# warm-ups since codes cleared ()","A/C pressure (kPa)","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Air:fuel ratio ()","Ambient air temperature (℉)","Average fuel consumption (MPG)","Average fuel consumption (total) (MPG)","Average fuel consumption 10 sec (MPG)","Average speed (mph)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel consumption (MPG)","Calculated instant fuel rate (gal./h)","Catalyst temperature Bank 1 Sensor 1 (℉)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance traveled since codes cleared (miles)","Distance traveled with MIL on (miles)","Distance travelled (miles)","Distance travelled (total) (miles)","Engine coolant temperature (℉)","Engine RPM (rpm)","Ethanol fuel percent (%)","Evap. system vapor pressure (Pa)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (gallon)","Fuel rail press. (kPa)","Fuel used (gallon)","Fuel used (total) (gallon)","Fuel used price ($)","Fuel used price (total) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℉)","Knock retard (°)","Lambda ()","Learned octane ()","Long term fuel % trim - Bank 1 (%)","MAF air flow rate (g/sec)","OBD Module Voltage (V)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Short term fuel trim (%)","Oxygen sensor 2 Bank 1 Voltage (V)","Power from MAF (hp)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Throttle position (%)","Throttle Position Actually (°)","Throttle Position Desired (°)","Timing advance (°)","Transmission Odometer (℉)","Vane position sensor (V)","Variable camshaft actual advance #1 (°)","Vehicle acceleration (g)","Vehicle speed (mph)",
06:31:38.695,,,,,,,,,,,,,,,,,,773.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:38.763,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:38.863,,,,,,,,,,,,0.0163631347634028,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:39.018,,,,,,,,,,,,,,,,,,773.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:39.207,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:39.329,,,,,,,,,,,,0.0163477572646962,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:39.404,,,,,,,,,,,,,,,,,,773.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:39.475,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:39.575,,,,,,,,,,,,0.0163396440663742,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:39.819,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:39.971,,,,,,,,,,,,0.0163265680022843,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:40.122,,,,,,,,,,,,,,,,,,773.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:40.217,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:40.359,,,,,,,,,,,,0.0163138205318222,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:40.511,,,,,,,,,,,,,,,,,,773.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:40.590,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:40.659,,,,,,,,,,,,0.016303966456122,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:40.847,,,,,,,,,,,,,,,,,,773.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:41.003,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:41.208,,,,,,,,,,,,,,,,,,773.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:41.285,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:41.377,,,,,,,,,,,,0.0162804094569144,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:41.573,,,,,,,,,,,,,,,,,,773.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:41.778,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:41.968,,,,,,,,,,,,0.0162610548418705,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:42.187,,,,,,,,,,,,,,,,,,773.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:42.347,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:42.498,,,,,,,,,,,,0.0162437887803941,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:42.682,,,,,,,,,,,,,,,,,,773.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:42.828,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:42.981,,,,,,,,,,,,0.0162280519871569,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:43.115,,,,,,,,,,,,,,,,,,773.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:43.212,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:43.361,,,,,,,,,,,,0.0162156855609061,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:43.514,,,,,,,,,,,,,,,,,,773.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:43.694,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:43.856,,,,,,,,,,,,0.016199629079373,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:43.976,,,,,,,,,,,,,,,,,,773.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:44.069,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:44.245,,,,,,,,,,,,0.016187027046783,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:44.373,,,,,,,,,,,,,,,,,,773.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:44.443,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:44.528,,,,,,,,,,,,0.0161778713212869,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:44.700,,,,,,,,,,,,,,,,,,773.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:44.847,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:45.003,,,,,,,,,,,,0.0161625030474031,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:45.159,,,,,,,,,,,,,,,,,,773.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:45.260,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:45.409,,,,,,,,,,,,0.0161494089279403,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:45.587,,,,,,,,,,,,,,,,,,773.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:45.744,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:45.888,,,,,,,,,,,,0.0161339935405372,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:46.044,,,,,,,,,,,,,,,,,,773.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:46.167,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:46.258,,,,,,,,,,,,0.0161221058026125,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:46.441,,,,,,,,,,,,,,,,,,773.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:46.586,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:46.723,,,,,,,,,,,,0.0161072032757934,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:46.929,,,,,,,,,,,,,,,,,,773.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:47.116,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:47.301,,,,,,,,,,,,0.0160886803042887,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:47.435,,,,,,,,,,,,,,,,,,773.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:47.596,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:47.772,,,,,,,,,,,,0.016073645027789,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:47.925,,,,,,,,,,,,,,,,,,773.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:48.074,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:48.254,,,,,,,,,,,,0.0160582545073082,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:48.390,,,,,,,,,,,,,,,,,,773.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:48.486,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:48.576,,,,,,,,,,,,0.0160480276856353,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:48.664,,,,,,,,,,,,,,,,,,773.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:48.734,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:48.805,,,,,,,,,,,,0.0160407408716066,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:48.906,,,,,,,,,,,,,,,,,,773.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:49.059,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:49.211,,,,,,,,,,,,0.0160278419592537,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:49.305,,,,,,,,,,,,,,,,,,773.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:49.451,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:49.601,,,,,,,,,,,,0.016015455430931,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:49.696,,,,,,,,,,,,,,,,,,773.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:49.843,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:49.916,,,,,,,,,,,,0.0160054991836605,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:49.982,,,,,,,,,,,,,,,,,,773.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:50.073,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:50.142,,,,,,,,,,,,0.0159983198675814,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:50.291,,,,,,,,,,,,,,,,,,773.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:50.368,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:50.460,,,,,,,,,,,,0.0159882909027023,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:50.527,,,,,,,,,,,,,,,,,,773.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:50.627,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:50.797,,,,,,,,,,,,0.0159776441301044,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:50.950,,,,,,,,,,,,,,,,,,773.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:51.102,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:51.178,,,,,,,,,,,,0.0159656184190567,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:51.253,,,,,,,,,,,,,,,,,,773.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:51.345,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:51.493,,,,,,,,,,,,0.015955730006107,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:51.651,,,,,,,,,,,,,,,,,,773.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:51.789,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:51.995,,,,,,,,,,,,0.0159399486599247,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:52.217,,,,,,,,,,,,,,,,,,773.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:52.346,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:52.416,,,,,,,,,,,,0.0159267495531203,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:52.515,,,,,,,,,,,,,,,,,,773.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:52.660,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:52.813,,,,,,,,,,,,0.0159143170773005,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:52.967,,,,,,,,,,,,,,,,,,773.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:53.142,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:53.294,,,,,,,,,,,,0.0158992647711189,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:53.450,,,,,,,,,,,,,,,,,,773.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:53.615,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:53.765,,,,,,,,,,,,0.0158845630227801,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:53.919,,,,,,,,,,,,,,,,,,773.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:54.103,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:54.256,,,,,,,,,,,,0.0158692824875674,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:54.404,,,,,,,,,,,,,,,,,,773.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:54.589,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:54.723,,,,,,,,,,,,0.0158547587942367,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:54.869,,,,,,,,,,,,,,,,,,773.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:54.971,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:55.121,,,,,,,,,,,,0.0158424046708103,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:55.203,,,,,,,,,,,,,,,,,,773.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:55.364,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:55.551,,,,,,,,,,,,0.0158290987145823,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:55.680,,,,,,,,,,,,,,,,,,773.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:55.752,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:55.902,,,,,,,,,,,,0.0158182279822814,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:56.077,,,,,,,,,,,,,,,,,,773.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:56.224,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:56.381,,,,,,,,,,,,0.0158034458024961,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:56.584,,,,,,,,,,,,,,,,,,773.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:56.842,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:57.053,,,,,,,,,,,,0.0157827196365238,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:57.192,,,,,,,,,,,,,,,,,,773.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:57.333,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:57.549,,,,,,,,,,,,0.0157674722156495,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:57.643,,,,,,,,,,,,,,,,,,773.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:57.716,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:57.784,,,,,,,,,,,,0.0157602630906648,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:57.874,,,,,,,,,,,,,,,,,,773.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:57.964,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:58.033,,,,,,,,,,,,0.0157526206697483,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:58.099,,,,,,,,,,,,,,,,,,773.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:58.220,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:58.347,,,,,,,,,,,,0.0157430148602677,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:58.441,,,,,,,,,,,,,,,,,,773.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:58.541,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:58.681,,,,,,,,,,,,0.0157327895125214,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:58.779,,,,,,,,,,,,,,,,,,773.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:58.927,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:59.000,,,,,,,,,,,,0.0157230366415779,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:59.090,,,,,,,,,,,,,,,,,,774.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:59.239,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:59.424,,,,,,,,,,,,0.0157100784528947,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:59.555,,,,,,,,,,,,,,,,,,774.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:59.646,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:31:59.744,,,,,,,,,,,,0.0157003576210926,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:31:59.896,,,,,,,,,,,,,,,,,,774.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:32:00.070,,,,,,,,,,,,,,,,,,,,,,,,,,132.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:32:00.228,,,,,,,,,,,,0.0156856000737901,,,,,,,,,,,,0.00224817953774954,6.31737010499309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
06:32:00.355,,,,,,,,,,,,,,,,,,774.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
